no,wavpath,transcript
357,new_dataset/D/TEST_D_8.wav,D
358,new_dataset/D/TEST_D_0.wav,D
359,new_dataset/D/TEST_D_2.wav,D
360,new_dataset/D/TEST_D_3.wav,D
361,new_dataset/D/TEST_D_12.wav,D
362,new_dataset/D/TEST_D_6.wav,D
363,new_dataset/D/TEST_D_9.wav,D
364,new_dataset/D/TEST_D_15.wav,D
365,new_dataset/D/TEST_D_14.wav,D
366,new_dataset/D/TEST_D_7.wav,D
367,new_dataset/D/TEST_D_5.wav,D
368,new_dataset/D/TEST_D_13.wav,D
369,new_dataset/F/TEST_F_6.wav,F
370,new_dataset/F/TEST_F_7.wav,F
371,new_dataset/F/TEST_F_2.wav,F
372,new_dataset/F/TEST_F_14.wav,F
373,new_dataset/F/TEST_F_8.wav,F
374,new_dataset/F/TEST_F_13.wav,F
375,new_dataset/F/TEST_F_10.wav,F
376,new_dataset/F/TEST_F_1.wav,F
377,new_dataset/F/TEST_F_12.wav,F
378,new_dataset/F/TEST_F_11.wav,F
379,new_dataset/F/TEST_F_3.wav,F
380,new_dataset/F/TEST_F_4.wav,F
381,new_dataset/F/TEST_F_9.wav,F
382,new_dataset/F/TEST_F_15.wav,F
383,new_dataset/F/TEST_F_0.wav,F
384,new_dataset/F/TEST_F_5.wav,F
385,new_dataset/U/TEST_U_11.wav,U
386,new_dataset/U/TEST_U_13.wav,U
387,new_dataset/U/TEST_U_10.wav,U
388,new_dataset/U/TEST_U_14.wav,U
389,new_dataset/U/TEST_U_15.wav,U
390,new_dataset/U/TEST_U_6.wav,U
391,new_dataset/U/TEST_U_8.wav,U
392,new_dataset/U/TEST_U_5.wav,U
393,new_dataset/U/TEST_U_3.wav,U
394,new_dataset/U/TEST_U_12.wav,U
395,new_dataset/U/TEST_U_0.wav,U
396,new_dataset/U/TEST_U_4.wav,U
397,new_dataset/U/TEST_U_1.wav,U
398,new_dataset/U/TEST_U_9.wav,U
399,new_dataset/U/TEST_U_2.wav,U
400,new_dataset/U/TEST_U_7.wav,U
401,new_dataset/W/TEST_W_8.wav,W
402,new_dataset/W/TEST_W_6.wav,W
403,new_dataset/W/TEST_W_12.wav,W
404,new_dataset/W/TEST_W_9.wav,W
405,new_dataset/W/TEST_W_5.wav,W
406,new_dataset/W/TEST_W_13.wav,W
407,new_dataset/W/TEST_W_2.wav,W
408,new_dataset/W/TEST_W_4.wav,W
409,new_dataset/W/TEST_W_14.wav,W
410,new_dataset/W/TEST_W_1.wav,W
411,new_dataset/W/TEST_W_15.wav,W
412,new_dataset/W/TEST_W_3.wav,W
413,new_dataset/W/TEST_W_10.wav,W
414,new_dataset/W/TEST_W_11.wav,W
415,new_dataset/W/TEST_W_0.wav,W
416,new_dataset/W/TEST_W_7.wav,W
